sourceid-year-oa,source_id,journal_name,parent_publisher,pub_year,oa_status,oecd_major,n_dois,apc_lower,apc_total
13417_2018_hybrid,13417,Journal of Cellular Physiology,Wiley,2018,hybrid,NATURAL SCIENCES,13.5,4500,60750
4448_2017_hybrid,4448,Cellular Microbiology,Wiley,2017,hybrid,NATURAL SCIENCES,12,4500,54000
23481_2015_hybrid,23481,Statistics in Medicine,Wiley,2015,hybrid,NATURAL SCIENCES,11.2,4500,50400
11725_2018_hybrid,11725,International Journal of Clinical Practice,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,4500,36000
20757_2016_hybrid,20757,Progress in Photovoltaics,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,5.333333333,4500,24000
20757_2017_hybrid,20757,Progress in Photovoltaics,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,5.333333333,4500,24000
25434_2015_hybrid,25434,WILEY INTERDISCIPLINARY REVIEWS-COMPUTATIONAL MOLECULAR SCIENCE,Wiley,2015,hybrid,NATURAL SCIENCES,5,4500,22500
20757_2018_hybrid,20757,Progress in Photovoltaics,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,4.666666667,4500,21000
25434_2016_hybrid,25434,WILEY INTERDISCIPLINARY REVIEWS-COMPUTATIONAL MOLECULAR SCIENCE,Wiley,2016,hybrid,NATURAL SCIENCES,3,4500,13500
25434_2018_hybrid,25434,WILEY INTERDISCIPLINARY REVIEWS-COMPUTATIONAL MOLECULAR SCIENCE,Wiley,2018,hybrid,NATURAL SCIENCES,3,4500,13500
20757_2017_hybrid,20757,Progress in Photovoltaics,Wiley,2017,hybrid,NATURAL SCIENCES,2.666666667,4500,12000
20757_2016_hybrid,20757,Progress in Photovoltaics,Wiley,2016,hybrid,NATURAL SCIENCES,2.666666667,4500,12000
20757_2018_hybrid,20757,Progress in Photovoltaics,Wiley,2018,hybrid,NATURAL SCIENCES,2.333333333,4500,10500
1580_2015_hybrid,1580,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,Wiley,2015,hybrid,NATURAL SCIENCES,2,4500,9000
18670_2015_gold,18670,NPG Asia Materials,Springer-Nature,2015,gold,ENGINEERING AND TECHNOLOGY,70,4400,308000
16544_2015_gold,16544,Light-Science & Applications,Springer-Nature,2015,gold,NATURAL SCIENCES,69,4400,303600
8205_2015_gold,8205,Experimental and Molecular Medicine,Springer-Nature,2015,gold,NATURAL SCIENCES,35,4400,154000
8205_2015_gold,8205,Experimental and Molecular Medicine,Springer-Nature,2015,gold,MEDICAL AND HEALTH SCIENCES,35,4400,154000
6585_2018_hybrid,6585,Diabetic Medicine,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,33,4400,145200
12022_2015_gold,12022,International Journal of Oral Science,Springer-Nature,2015,gold,MEDICAL AND HEALTH SCIENCES,32,4400,140800
6585_2017_hybrid,6585,Diabetic Medicine,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,28,4400,123200
2441_2018_hybrid,2441,Arthritis Care & Research,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,22,4400,96800
9792_2015_gold,9792,Horticulture Research,Springer-Nature,2015,gold,NATURAL SCIENCES,22,4400,96800
7309_2015_gold,7309,Emerging Microbes & Infections,Taylor & Francis,2015,gold,MEDICAL AND HEALTH SCIENCES,22,4400,96800
3579_2015_gold,3579,Bone Research,Springer-Nature,2015,gold,ENGINEERING AND TECHNOLOGY,21,4400,92400
13331_2018_hybrid,13331,Journal of Biophotonics,Wiley,2018,hybrid,NATURAL SCIENCES,17,4400,74800
19552_2018_hybrid,19552,Pest Management Science,Wiley,2018,hybrid,NATURAL SCIENCES,13,4400,57200
19552_2018_hybrid,19552,Pest Management Science,Wiley,2018,hybrid,AGRICULTURAL SCIENCES,13,4400,57200
2441_2017_hybrid,2441,Arthritis Care & Research,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,13,4400,57200
9792_2015_gold,9792,Horticulture Research,Springer-Nature,2015,gold,AGRICULTURAL SCIENCES,11,4400,48400
25457_2018_hybrid,25457,Wind Energy,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,11,4400,48400
7309_2015_gold,7309,Emerging Microbes & Infections,Taylor & Francis,2015,gold,NATURAL SCIENCES,11,4400,48400
21535_2016_hybrid,21535,Research Synthesis Methods,Wiley,2016,hybrid,NATURAL SCIENCES,11,4400,48400
25457_2016_hybrid,25457,Wind Energy,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,10,4400,44000
19552_2016_hybrid,19552,Pest Management Science,Wiley,2016,hybrid,AGRICULTURAL SCIENCES,9.5,4400,41800
19552_2016_hybrid,19552,Pest Management Science,Wiley,2016,hybrid,NATURAL SCIENCES,9.5,4400,41800
3222_2016_hybrid,3222,Biofuels Bioproducts & Biorefining-biofpr,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,7,4400,30800
3222_2017_hybrid,3222,Biofuels Bioproducts & Biorefining-biofpr,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,7,4400,30800
13331_2016_hybrid,13331,Journal of Biophotonics,Wiley,2016,hybrid,NATURAL SCIENCES,7,4400,30800
3726_2016_hybrid,3726,British Dental Journal,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,7,4400,30800
25457_2017_hybrid,25457,Wind Energy,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,7,4400,30800
19552_2017_hybrid,19552,Pest Management Science,Wiley,2017,hybrid,AGRICULTURAL SCIENCES,6.5,4400,28600
19552_2017_hybrid,19552,Pest Management Science,Wiley,2017,hybrid,NATURAL SCIENCES,6.5,4400,28600
13331_2017_hybrid,13331,Journal of Biophotonics,Wiley,2017,hybrid,NATURAL SCIENCES,4,4400,17600
3726_2017_hybrid,3726,British Dental Journal,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,3,4400,13200
3726_2015_hybrid,3726,British Dental Journal,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,3,4400,13200
3726_2018_hybrid,3726,British Dental Journal,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,3,4400,13200
3222_2018_hybrid,3222,Biofuels Bioproducts & Biorefining-biofpr,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,3,4400,13200
18108_2018_gold,18108,Nature Communications,Springer-Nature,2018,gold,NATURAL SCIENCES,5052,4358,22016616
6985_2018_hybrid,6985,Ecology Letters,Wiley,2018,hybrid,NATURAL SCIENCES,33,4300,141900
1404_2018_hybrid,1404,American Journal of Transplantation,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,28,4300,120400
19888_2017_hybrid,19888,Plant Cell and Environment,Wiley,2017,hybrid,NATURAL SCIENCES,27,4300,116100
9388_2016_hybrid,9388,Haemophilia,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,27,4300,116100
1168_2017_hybrid,1168,Allergy,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,24,4300,103200
19888_2016_hybrid,19888,Plant Cell and Environment,Wiley,2016,hybrid,NATURAL SCIENCES,23,4300,98900
9388_2017_hybrid,9388,Haemophilia,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,23,4300,98900
6985_2017_hybrid,6985,Ecology Letters,Wiley,2017,hybrid,NATURAL SCIENCES,22,4300,94600
1161_2017_hybrid,1161,Alimentary Pharmacology & Therapeutics,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,22,4300,94600
6985_2016_hybrid,6985,Ecology Letters,Wiley,2016,hybrid,NATURAL SCIENCES,21,4300,90300
1161_2016_hybrid,1161,Alimentary Pharmacology & Therapeutics,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,20,4300,86000
19888_2018_hybrid,19888,Plant Cell and Environment,Wiley,2018,hybrid,NATURAL SCIENCES,20,4300,86000
1168_2016_hybrid,1168,Allergy,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,19,4300,81700
15494_2018_hybrid,15494,Journal of the American Geriatrics Society,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,19,4300,81700
13598_2017_hybrid,13598,Journal of Computational Chemistry,Wiley,2017,hybrid,NATURAL SCIENCES,19,4300,81700
1168_2015_hybrid,1168,Allergy,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,18,4300,77400
13598_2016_hybrid,13598,Journal of Computational Chemistry,Wiley,2016,hybrid,NATURAL SCIENCES,17,4300,73100
1404_2017_hybrid,1404,American Journal of Transplantation,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,15,4300,64500
9228_2016_hybrid,9228,Global Ecology and Biogeography,Wiley,2016,hybrid,NATURAL SCIENCES,13,4300,55900
10725_2018_hybrid,10725,Immunological Reviews,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,13,4300,55900
14660_2018_hybrid,14660,Journal of Microscopy,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,13,4300,55900
9228_2017_hybrid,9228,Global Ecology and Biogeography,Wiley,2017,hybrid,NATURAL SCIENCES,13,4300,55900
24641_2018_hybrid,24641,Transboundary and Emerging Diseases,Wiley,2018,hybrid,AGRICULTURAL SCIENCES,12.5,4300,53750
24641_2018_hybrid,24641,Transboundary and Emerging Diseases,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,12.5,4300,53750
15494_2017_hybrid,15494,Journal of the American Geriatrics Society,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,12,4300,51600
24641_2017_hybrid,24641,Transboundary and Emerging Diseases,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,11.5,4300,49450
24641_2017_hybrid,24641,Transboundary and Emerging Diseases,Wiley,2017,hybrid,AGRICULTURAL SCIENCES,11.5,4300,49450
10725_2016_hybrid,10725,Immunological Reviews,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,11,4300,47300
19412_2018_hybrid,19412,Pediatric Diabetes,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,11,4300,47300
10725_2017_hybrid,10725,Immunological Reviews,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,10,4300,43000
13576_2016_hybrid,13576,Journal of Comparative Neurology,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,10,4300,43000
14660_2017_hybrid,14660,Journal of Microscopy,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,10,4300,43000
13576_2016_hybrid,13576,Journal of Comparative Neurology,Wiley,2016,hybrid,NATURAL SCIENCES,10,4300,43000
13598_2018_hybrid,13598,Journal of Computational Chemistry,Wiley,2018,hybrid,NATURAL SCIENCES,10,4300,43000
19398_2018_hybrid,19398,Pediatric Allergy and Immunology,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,10,4300,43000
9449_2016_hybrid,9449,Head and Neck-journal for The Sciences and Specialties of The Head and Neck,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,10,4300,43000
1161_2015_hybrid,1161,Alimentary Pharmacology & Therapeutics,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,10,4300,43000
10836_2017_hybrid,10836,Indoor Air,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,8.666666667,4300,37266.66667
20936_2017_hybrid,20936,Psycho-Oncology,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,4300,34400
20936_2017_hybrid,20936,Psycho-Oncology,Wiley,2017,hybrid,SOCIAL SCIENCES,8,4300,34400
20936_2018_hybrid,20936,Psycho-Oncology,Wiley,2018,hybrid,SOCIAL SCIENCES,8,4300,34400
20936_2018_hybrid,20936,Psycho-Oncology,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,4300,34400
13576_2018_hybrid,13576,Journal of Comparative Neurology,Wiley,2018,hybrid,NATURAL SCIENCES,7.5,4300,32250
13576_2018_hybrid,13576,Journal of Comparative Neurology,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,7.5,4300,32250
17709_2018_hybrid,17709,Molecular Ecology Resources,Wiley,2018,hybrid,NATURAL SCIENCES,7,4300,30100
17138_2018_hybrid,17138,Medical Education,Wiley,2018,hybrid,SOCIAL SCIENCES,7,4300,30100
18541_2016_hybrid,18541,NMR in Biomedicine,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,7,4300,30100
17138_2018_hybrid,17138,Medical Education,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,7,4300,30100
18541_2016_hybrid,18541,NMR in Biomedicine,Wiley,2016,hybrid,NATURAL SCIENCES,7,4300,30100
18541_2016_hybrid,18541,NMR in Biomedicine,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,7,4300,30100
13576_2017_hybrid,13576,Journal of Comparative Neurology,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,6.5,4300,27950
13576_2017_hybrid,13576,Journal of Comparative Neurology,Wiley,2017,hybrid,NATURAL SCIENCES,6.5,4300,27950
18541_2018_hybrid,18541,NMR in Biomedicine,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,6.333333333,4300,27233.33333
18541_2018_hybrid,18541,NMR in Biomedicine,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,6.333333333,4300,27233.33333
18541_2018_hybrid,18541,NMR in Biomedicine,Wiley,2018,hybrid,NATURAL SCIENCES,6.333333333,4300,27233.33333
10836_2016_hybrid,10836,Indoor Air,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,6,4300,25800
9449_2017_hybrid,9449,Head and Neck-journal for The Sciences and Specialties of The Head and Neck,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,6,4300,25800
19398_2016_hybrid,19398,Pediatric Allergy and Immunology,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,6,4300,25800
19398_2017_hybrid,19398,Pediatric Allergy and Immunology,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,6,4300,25800
20936_2016_hybrid,20936,Psycho-Oncology,Wiley,2016,hybrid,SOCIAL SCIENCES,5,4300,21500
15494_2015_hybrid,15494,Journal of the American Geriatrics Society,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,5,4300,21500
20936_2016_hybrid,20936,Psycho-Oncology,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,5,4300,21500
18541_2017_hybrid,18541,NMR in Biomedicine,Wiley,2017,hybrid,NATURAL SCIENCES,4.666666667,4300,20066.66667
18541_2017_hybrid,18541,NMR in Biomedicine,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,4.666666667,4300,20066.66667
18541_2017_hybrid,18541,NMR in Biomedicine,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,4.666666667,4300,20066.66667
10836_2017_hybrid,10836,Indoor Air,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,4.333333333,4300,18633.33333
17138_2017_hybrid,17138,Medical Education,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,4,4300,17200
10836_2018_hybrid,10836,Indoor Air,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,4,4300,17200
17138_2017_hybrid,17138,Medical Education,Wiley,2017,hybrid,SOCIAL SCIENCES,4,4300,17200
24641_2016_hybrid,24641,Transboundary and Emerging Diseases,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,4,4300,17200
24641_2016_hybrid,24641,Transboundary and Emerging Diseases,Wiley,2016,hybrid,AGRICULTURAL SCIENCES,4,4300,17200
10836_2016_hybrid,10836,Indoor Air,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,3,4300,12900
10836_2018_hybrid,10836,Indoor Air,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,4300,8600
6796_2016_hybrid,6796,Drug Testing and Analysis,Wiley,2016,hybrid,NATURAL SCIENCES,2,4300,8600
6796_2017_hybrid,6796,Drug Testing and Analysis,Wiley,2017,hybrid,NATURAL SCIENCES,2,4300,8600
19855_2018_hybrid,19855,Pigment Cell & Melanoma Research,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,4300,8600
6796_2017_hybrid,6796,Drug Testing and Analysis,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,1,4300,4300
6796_2016_hybrid,6796,Drug Testing and Analysis,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,1,4300,4300
19855_2018_hybrid,19855,Pigment Cell & Melanoma Research,Wiley,2018,hybrid,NATURAL SCIENCES,1,4300,4300
3741_2015_hybrid,3741,British Journal of Cancer,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,466,4250,1980500
3741_2016_hybrid,3741,British Journal of Cancer,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,377,4250,1602250
9223_2018_hybrid,9223,Global Change Biology,Wiley,2018,hybrid,NATURAL SCIENCES,54,4250,229500
9825_2018_hybrid,9825,Human Brain Mapping,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,48,4250,204000
17707_2018_hybrid,17707,Molecular Ecology,Wiley,2018,hybrid,NATURAL SCIENCES,41,4250,174250
6901_2018_hybrid,6901,Earth Surface Processes and Landforms,Wiley,2018,hybrid,NATURAL SCIENCES,34,4200,142800
9218_2018_hybrid,9218,Glia,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,29,4200,121800
18807_2017_hybrid,18807,Obesity Reviews,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,25,4200,105000
3408_2017_hybrid,3408,Biotechnology and Bioengineering,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,24,4200,100800
3408_2018_hybrid,3408,Biotechnology and Bioengineering,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,22,4200,92400
9911_2018_hybrid,9911,Hydrological Processes,Wiley,2018,hybrid,NATURAL SCIENCES,22,4200,92400
4935_2018_hybrid,4935,Clinical and Experimental Allergy,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,19,4200,79800
5036_2018_hybrid,5036,Clinical Otolaryngology,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,19,4200,79800
18807_2018_hybrid,18807,Obesity Reviews,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,18,4200,75600
9468_2018_hybrid,9468,Health Economics,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,17.33333333,4200,72800
9218_2017_hybrid,9218,Glia,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,17,4200,71400
7948_2017_hybrid,7948,European Journal of Heart Failure,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,17,4200,71400
7905_2018_hybrid,7905,European Journal of Cancer Care,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,17,4200,71400
9218_2016_hybrid,9218,Glia,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,16,4200,67200
17709_2017_hybrid,17709,Molecular Ecology Resources,Wiley,2017,hybrid,NATURAL SCIENCES,16,4200,67200
17709_2016_hybrid,17709,Molecular Ecology Resources,Wiley,2016,hybrid,NATURAL SCIENCES,16,4200,67200
9911_2017_hybrid,9911,Hydrological Processes,Wiley,2017,hybrid,NATURAL SCIENCES,16,4200,67200
4935_2015_hybrid,4935,Clinical and Experimental Allergy,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,16,4200,67200
15811_2018_hybrid,15811,Journal of Tissue Engineering and Regenerative Medicine,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,15.75,4200,66150
9468_2017_hybrid,9468,Health Economics,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,15.33333333,4200,64400
14364_2018_hybrid,14364,Journal of Internal Medicine,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,15,4200,63000
9911_2016_hybrid,9911,Hydrological Processes,Wiley,2016,hybrid,NATURAL SCIENCES,15,4200,63000
7948_2018_hybrid,7948,European Journal of Heart Failure,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,14,4200,58800
13035_2018_hybrid,13035,Journal of Advanced Nursing,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,14,4200,58800
15424_2018_hybrid,15424,Journal of Surgical Oncology,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,14,4200,58800
4935_2017_hybrid,4935,Clinical and Experimental Allergy,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,14,4200,58800
416_2016_hybrid,416,Acta Psychiatrica Scandinavica,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,13,4200,54600
14364_2017_hybrid,14364,Journal of Internal Medicine,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,13,4200,54600
3408_2016_hybrid,3408,Biotechnology and Bioengineering,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,13,4200,54600
6504_2018_hybrid,6504,Developmental Medicine and Child Neurology,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,13,4200,54600
6721_2017_hybrid,6721,Diversity and Distributions,Wiley,2017,hybrid,NATURAL SCIENCES,12,4200,50400
13417_2017_hybrid,13417,Journal of Cellular Physiology,Wiley,2017,hybrid,NATURAL SCIENCES,12,4200,50400
6721_2018_hybrid,6721,Diversity and Distributions,Wiley,2018,hybrid,NATURAL SCIENCES,12,4200,50400
13417_2017_hybrid,13417,Journal of Cellular Physiology,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,12,4200,50400
14018_2018_hybrid,14018,Journal of Fish Diseases,Wiley,2018,hybrid,AGRICULTURAL SCIENCES,11.33333333,4200,47600
9468_2016_hybrid,9468,Health Economics,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,11.33333333,4200,47600
13035_2016_hybrid,13035,Journal of Advanced Nursing,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,11,4200,46200
6901_2016_hybrid,6901,Earth Surface Processes and Landforms,Wiley,2016,hybrid,NATURAL SCIENCES,11,4200,46200
7905_2017_hybrid,7905,European Journal of Cancer Care,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,11,4200,46200
19423_2018_hybrid,19423,Pediatric Obesity,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,11,4200,46200
15811_2017_hybrid,15811,Journal of Tissue Engineering and Regenerative Medicine,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,10.5,4200,44100
13295_2016_hybrid,13295,Journal of Biogeography,Wiley,2016,hybrid,NATURAL SCIENCES,10,4200,42000
13295_2018_hybrid,13295,Journal of Biogeography,Wiley,2018,hybrid,NATURAL SCIENCES,10,4200,42000
13035_2017_hybrid,13035,Journal of Advanced Nursing,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,10,4200,42000
9454_2017_hybrid,9454,Health & Social Care in the Community,Wiley,2017,hybrid,SOCIAL SCIENCES,10,4200,42000
13521_2016_hybrid,13521,Journal of Clinical Periodontology,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,10,4200,42000
9454_2017_hybrid,9454,Health & Social Care in the Community,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,10,4200,42000
25436_2016_hybrid,25436,Wiley Interdisciplinary Reviews-Developmental Biology,Wiley,2016,hybrid,NATURAL SCIENCES,10,4200,42000
15184_2018_hybrid,15184,Journal of Raman Spectroscopy,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,9,4200,37800
6901_2017_hybrid,6901,Earth Surface Processes and Landforms,Wiley,2017,hybrid,NATURAL SCIENCES,9,4200,37800
6504_2017_hybrid,6504,Developmental Medicine and Child Neurology,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,9,4200,37800
25436_2015_hybrid,25436,Wiley Interdisciplinary Reviews-Developmental Biology,Wiley,2015,hybrid,NATURAL SCIENCES,9,4200,37800
25889_2018_hybrid,25889,Zoonoses and Public Health,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8.666666667,4200,36400
9468_2018_hybrid,9468,Health Economics,Wiley,2018,hybrid,SOCIAL SCIENCES,8.666666667,4200,36400
13521_2018_hybrid,13521,Journal of Clinical Periodontology,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,4200,33600
20217_2016_hybrid,20217,Prenatal Diagnosis,Wiley,2016,hybrid,NATURAL SCIENCES,8,4200,33600
13521_2017_hybrid,13521,Journal of Clinical Periodontology,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,4200,33600
416_2017_hybrid,416,Acta Psychiatrica Scandinavica,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,4200,33600
20217_2016_hybrid,20217,Prenatal Diagnosis,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,4200,33600
9468_2017_hybrid,9468,Health Economics,Wiley,2017,hybrid,SOCIAL SCIENCES,7.666666667,4200,32200
9454_2018_hybrid,9454,Health & Social Care in the Community,Wiley,2018,hybrid,SOCIAL SCIENCES,7.5,4200,31500
9454_2018_hybrid,9454,Health & Social Care in the Community,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,7.5,4200,31500
13295_2017_hybrid,13295,Journal of Biogeography,Wiley,2017,hybrid,NATURAL SCIENCES,7,4200,29400
15184_2016_hybrid,15184,Journal of Raman Spectroscopy,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,7,4200,29400
13417_2016_hybrid,13417,Journal of Cellular Physiology,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,6.5,4200,27300
13417_2016_hybrid,13417,Journal of Cellular Physiology,Wiley,2016,hybrid,NATURAL SCIENCES,6.5,4200,27300
15424_2017_hybrid,15424,Journal of Surgical Oncology,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,6,4200,25200
3408_2015_hybrid,3408,Biotechnology and Bioengineering,Wiley,2015,hybrid,ENGINEERING AND TECHNOLOGY,6,4200,25200
15424_2016_hybrid,15424,Journal of Surgical Oncology,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,6,4200,25200
6721_2016_hybrid,6721,Diversity and Distributions,Wiley,2016,hybrid,NATURAL SCIENCES,6,4200,25200
20217_2017_hybrid,20217,Prenatal Diagnosis,Wiley,2017,hybrid,NATURAL SCIENCES,6,4200,25200
4935_2016_hybrid,4935,Clinical and Experimental Allergy,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,6,4200,25200
